"Timestamp","Which company is your Service Provider agreement contracted with?","What is/are the service(s) you are contracted for?","In which state/territory/province is your contract based?","What best describes the primary territories of your routes?","What percentage of your deliveries are to residential addresses versus business addresses?","How many additional Service Provider agreements does your company have?","When did your company begin operations under a Service Provider agreement?","Approximately what  percentage of your revenues comes directly from your Service Provider contract.","On a scale of 1-5, how would you rate your company's financial health over the past year?","Over the past year, have your year-over-year revenues:","Over the past year, have your year-over-year profit margins:","What are the major finical challenges you face?","On a scale of 1-5, how would you rate your company's operational constancy over the past year?","Over the past year, has your year-over-year operational efficiency:","On a scale of 1-5, how would you rate your company's current operational efficiency?","What are the major operational challenges you face?","How many routes in an average week are dispatch to service your contract?","Have you expanded or reduced your routes in the past year?","How many drivers are used to support your contract in an average week?","How many helper/jumpers are used to support your contract in an average week?","How many managers are used to support your contract in an average week?","How many administrative & executive (non-operations) positions does your company employ?","How would you rate the overall health of your business one year ago?","How would you currently rate the overall health of your business?","How would you rate your prediction for the overall health of your business one year from now?","Compared to the past year, how do you feel about the upcoming year in terms of business growth?","Compared to the past year, how do you feel about the upcoming year in terms of operational challenges?","Compared to the past year, how do you feel about the upcoming year in terms of profitability?","How confident are you in the stability of your contract in the coming year?","How confident are you in the stability of the company you contracted with in the coming year?","What are your top three concerns for the future of your business? [First concern]","What are your top three concerns for the future of your business? [Second concern]","What are your top three concerns for the future of your business? [Third concern]","Are you considering expanding, maintaining, or reducing your routes in the upcoming year?","Do you believe the demand for delivery services in your region will increase, decrease, or remain the same in the next year?","Can you share a specific challenge you've faced in the past year and how you addressed it?","Describe a recent success story or a significant milestone your company achieved.","If you could suggest one change to improve contractor relations, what would it be?","Are there any upcoming industry changes or trends that you believe will impact your business positively or negatively in the next year?","Share an experience that exemplifies your relationship with the company your contract is with.","What's one thing you wish outsiders knew about the challenges and rewards of being a Service Provider contractor?","Please provide any feedback you have regarding this survey."
"2024/10/16 5:22:50 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","North Carolina","Suburban;Rural","Mostly Residential","0","2021-10-01","100%","2","Increased","Decreased","Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.);Insurance","4","Worsened","4","Hiring Drivers;Employee Management","141 to 200","Expanded","31 to 50","1 to 3","3 to 5","1 to 2","4","3","2","About the Same","More Pessimistic","Don't Know","2","2","Contracted Rates","Labor Costs","Fleet Costs","Reducing","Increase","","","","","","",""
"2024/10/16 5:41:22 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Colorado","Suburban;Rural;Interstate","Mostly Residential","0","2024-04-07","100%","1","Decreased","Decreased","Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Fuel Expenses;Pay and Salary Increases;Professional Services (i.e. legal representation, book keeping, etc.);Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.);Vendor Service Pricing (i.e. cost of payroll provider, route management subscriptions, etc.)","2","Remained Stable","4","Vehicle Maintenance & Repair;Hiring Drivers;Quality of Vendor Services","51 to 75","Expanded","6 to 15","1 to 3","1 to 2","1 to 2","4","3","2","About the Same","About the Same","About the Same","1","1","Contract Partner","Labor Costs","Fleet Costs","Maintaining","Increase","","","","","","",""
"2024/10/16 5:54:51 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Florida","Suburban","Mostly Residential","0","2024-03-18","100%","3","Remained Stable","Don't Know","Debt Service (i.e. SBA Loans, equipment loans, equipment leases, etc.);Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Fuel Expenses;Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.)","3","","2","Route Optimization","6 to 15","Remained Stable","6 to 15","1 to 3","1 to 2","0","3","3","4","About the Same","About the Same","About the Same","3","4","Contracted Rates","Fleet Costs","Labor Costs","Expanding","Increase","","","","","","",""
"2024/10/16 6:12:14 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","New York","Urban/City Center;Suburban;Rural","Equal Mix of Both","0","2018-04-13","100%","1","Decreased","Decreased","Credit (i.e. qualification, rates, etc.);Debt Service (i.e. SBA Loans, equipment loans, equipment leases, etc.);Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Federal, State, or Local Taxes;Fuel Expenses;Pay and Salary Increases;Professional Services (i.e. legal representation, book keeping, etc.);Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.);Vendor Service Pricing (i.e. cost of payroll provider, route management subscriptions, etc.)","5","Remained Stable","5","Vehicle Maintenance & Repair;Hiring Drivers;Route Optimization;Equipment Reliability;Employee Management;Quality of Vendor Services;Quality of Professional Services","16 to 30","Remained Stable","16 to 30","0","1 to 2","1 to 2","3","3","2","More Pessimistic","More Pessimistic","More Pessimistic","2","2","Contracted Rates","Contract Partner","Labor Costs","Maintaining","Remain the same","Hiring ","Company achieved 4.5 ryde score with team effort ","Disconnect between Corp and contractors ","Election will play a big role","","Owning business is never easy",""
"2024/10/16 6:17:03 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Georgia","Rural","Equal Mix of Both","1","2022-10-08","90% to 99%","1","Decreased","Decreased","Debt Service (i.e. SBA Loans, equipment loans, equipment leases, etc.);Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Federal, State, or Local Taxes;Fuel Expenses;Pay and Salary Increases;Professional Services (i.e. legal representation, book keeping, etc.);Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.);Vendor Service Pricing (i.e. cost of payroll provider, route management subscriptions, etc.)","3","Remained Stable","3","Vehicle Maintenance & Repair;Hiring Drivers;Employee Management","6 to 15","Reduced","6 to 15","0","1 to 2","0","2","3","3","More Pessimistic","More Pessimistic","More Pessimistic","3","3","Contracted Rates","Labor Costs","Fleet Costs","Reducing","Decrease","Drivers, just keep hiring ","I don't have any","More pay","Peak season in a negative way","","The terminal sucks and doesn't care, they treat you like an employee ",""
"2024/10/16 6:54:16 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Wisconsin","Suburban;Rural","Mostly Residential","2","2008-01-01","90% to 99%","2","Decreased","Decreased","Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.);Schedule L","4","Remained Stable","5","Vehicle Maintenance & Repair;Hiring Drivers;Route Optimization;Quality of Vendor Services","200 to 300","Reduced","31 to 50","1 to 3","3 to 5","3 to 5","3","2","1","About the Same","More Pessimistic","More Pessimistic","2","2","Contracted Rates","Labor Costs","Contract Partner","Maintaining","Remain the same","","","","","","",""
"2024/10/16 7:10:32 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Illinois","Suburban;Rural","Mostly Residential","1","2022-07-02","100%","1","Increased","Decreased","Debt Service (i.e. SBA Loans, equipment loans, equipment leases, etc.);Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Fuel Expenses;Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.);Vendor Service Pricing (i.e. cost of payroll provider, route management subscriptions, etc.)","4","Remained Stable","4","Vehicle Maintenance & Repair;Route Optimization;Quality of Vendor Services","76 to 100","Reduced","16 to 30","0","1 to 2","1 to 2","1","2","2","About the Same","More Pessimistic","More Pessimistic","1","1","Contracted Rates","Contract Partner","Labor Costs","Maintaining","Increase","Cut routes and increase load on existing drivers to try to cut some expenses","We’re treading water and did not end up in bankruptcy","FedEx needs to realize that if they want A+ top shelf, contractors with top notch quality drivers, and uphold a A+ image and quality delivery they need to pay more on contracts","","","The contractors are controlled as managers, directly employed by FedEx, but assume all the risk and responsibility of a business owner. Contractors have very little Control of how to run their businesses or improve on their businesses. FedEx continually audits our payroll they claim is for compliance like we are not controlled legally by our local state and governments. I feel FedEx uses this Payroll audit as their inside line on our costs and give us Just enough Un contracts to keep our heads above water",""
"2024/10/16 8:09:42 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Minnesota","Urban/City Center;Suburban","Equal Mix of Both","0","1999-05-24","","2","Decreased","Decreased","Debt Service (i.e. SBA Loans, equipment loans, equipment leases, etc.);Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Federal, State, or Local Taxes;Fuel Expenses;Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.)","5","Remained Stable","5","Vehicle Maintenance & Repair;Hiring Drivers;Quality of Vendor Services;Quality of Professional Services","51 to 75","Remained Stable","6 to 15","1 to 3","1 to 2","0","3","3","2","About the Same","About the Same","About the Same","1","1","Contracted Rates","Labor Costs","Contract Partner","Maintaining","Decrease","","","Pay","","","",""
"2024/10/16 11:32:35 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","North Carolina","Suburban","Mostly Residential","0","2019-05-10","90% to 99%","3","Remained Stable","Decreased","Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.)","3","Remained Stable","2","Hiring Drivers","31 to 50","Remained Stable","6 to 15","0","1 to 2","0","3","3","3","About the Same","About the Same","Don't Know","3","3","Contracted Rates","Contracted Rates","Contract Partner","Expanding","Remain the same","","","","","","",""
"2024/10/17 1:20:25 AM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Indiana","Rural","Equal Mix of Both","0","2000-01-01","90% to 99%","3","Decreased","Decreased","Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Fuel Expenses;Pay and Salary Increases","4","Remained Stable","3","Hiring Drivers;Route Optimization","76 to 100","Remained Stable","16 to 30","0","1 to 2","1 to 2","2","3","3","More Pessimistic","More Pessimistic","More Pessimistic","4","3","Contracted Rates","Labor Costs","Overhead Costs","Reducing","Remain the same","","","","","","",""
"2024/10/17 6:04:31 AM CST","FedEx Ground","Business Pickup and Delivery","South Carolina","Suburban;Rural","Mostly Residential","0","2021-09-18","90% to 99%","1","Increased","","","4","Worsened","2","Vehicle Maintenance & Repair","76 to 100","Remained Stable","16 to 30","0","1 to 2","1 to 2","3","1","1","About the Same","More Pessimistic","About the Same","5","2","Contracted Rates","Labor Costs","Fleet Costs","Maintaining","Remain the same","Inflation. Things have increased in price. Truck repairs, labor, insurance, and unrealistic settlement weekly. ","3 years in business milestone. I absolutely enjoy the business but the margins are not substainable tobvontinue. ","Listen to contractors not engineers. ","No","Great track record","Very rewarding just pay needs to increase. ",""
"2024/10/17 12:16:30 PM CST","","","","Rural","Mostly Residential","0","2017-04-01","","","","Decreased","Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.)","","","","Vehicle Maintenance & Repair","101 to 140","Expanded","16 to 30","1 to 3","1 to 2","1 to 2","","","","More Pessimistic","More Pessimistic","More Pessimistic","4","2","Contracted Rates","Labor Costs","Fleet Costs","Maintaining","Remain the same","","","","","Not treated as partners.  They don’t care about our success.","We don’t make much.",""
"2024/10/17 12:24:35 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Utah","Suburban","Mostly Residential","0","2020-10-17","90% to 99%","3","Decreased","Decreased","Debt Service (i.e. SBA Loans, equipment loans, equipment leases, etc.);Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Fuel Expenses;Pay and Salary Increases;Professional Services (i.e. legal representation, book keeping, etc.);Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.);Vendor Service Pricing (i.e. cost of payroll provider, route management subscriptions, etc.)","4","Improved","4","Package size & weight","31 to 50","Remained Stable","6 to 15","0","1 to 2","0","4","3","3","About the Same","More Pessimistic","More Pessimistic","4","1","Contracted Rates","Labor Costs","Contract Partner","Maintaining","Increase","With the massive increase in package size & weight we can't fit as many packages in each truck and are penalized for being inefficient.  We run extra trucks for overflow every day and are penalized for being inefficient.  We've had two guys out with injuries for several weeks a piece because of heavy packages (one with hernia that still needs surgery, second one with shoulder tear that needs surgery)","We are over 4 years accident-free","Increase pay.  The job is NOT what it used to be.  Package size/weight is ridiculous now and we can't afford to pay these guys what they're worth with current contract rates!","Negatively.... FedEx getting more contracts for huge packages.  We know what senders are paying FedEx to ship these packages.  How about cutting us in on a FAIR share!","We do a good job and have a good working relationship with our local management.  It is engineering and upper management that are not allowing us to be paid well based on how they build our contracts.  We should not be breaking even every week, we should be paying our guys a salary based on what this job requires....and we can't.  ","It's all challenges at this time.  HUGE packages, high turnover, increased costs of doing business....and contracts that stay the same or get decreased....EVERY YEAR.  I have advised people to not become contractors until FedEx starts making the contract actually worth something more than a break-even point.","I'll continue to do these, but it sure doesn't seem like anything is changing."
"2024/10/17 6:54:03 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Kentucky","Rural","Mostly Residential","3","2023-04-01","90% to 99%","1","Increased","Decreased","Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.);Vendor Service Pricing (i.e. cost of payroll provider, route management subscriptions, etc.)","4","Improved","3","Hiring Drivers;Employee Management;Quality of Vendor Services","101 to 140","Remained Stable","16 to 30","0","1 to 2","1 to 2","3","1","1","More Pessimistic","More Pessimistic","More Pessimistic","1","5","Labor Costs","Contract Partner","Contracted Rates","Reducing","Increase","","","","","","",""
"2024/10/17 7:03:37 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","New York","Urban/City Center;Suburban","Mostly Residential","1","","100%","1","Decreased","Decreased","Debt Service (i.e. SBA Loans, equipment loans, equipment leases, etc.);Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Fuel Expenses;Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.);Vendor Service Pricing (i.e. cost of payroll provider, route management subscriptions, etc.)","3","Improved","4","Vehicle Maintenance & Repair;Hiring Drivers;Employee Management;Bulk stops not fitting in trucks","51 to 75","Expanded","16 to 30","0","1 to 2","1 to 2","3","1","1","More Pessimistic","More Pessimistic","More Pessimistic","1","1","Contracted Rates","Labor Costs","Overhead Costs","Maintaining","Remain the same","Added 7 zip codes 2 of which never got added to my contract so i serviced them for a loss of $50000, which i hope to make back in peak","","Improve pay, business stops and ic’s are out of hand we cannot fit hundreds of stops on a truck like you think","More express and ground closures.  Wil i be next","","Work all the time…but you can work remote a decent bit.  Fedex is always changing, be able to adapt multiple times a month",""
"2024/10/17 7:09:53 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Virginia","Urban/City Center","Equal Mix of Both","0","2006-09-01","100%","1","Decreased","Decreased","Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Federal, State, or Local Taxes;Fuel Expenses;Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.);Vendor Service Pricing (i.e. cost of payroll provider, route management subscriptions, etc.)","2","Remained Stable","3","Vehicle Maintenance & Repair;Hiring Drivers;Quality of Vendor Services;Quality of Professional Services","51 to 75","Remained Stable","51 to 75","0","3 to 5","1 to 2","3","1","1","More Pessimistic","More Pessimistic","More Pessimistic","1","1","Contracted Rates","Contract Partner","Labor Costs","Maintaining","Remain the same","Lower contract rates, cut spending ","","","","","",""
"2024/10/17 7:14:22 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Florida","Suburban","Mostly Residential","0","2012-08-12","100%","3","Decreased","Decreased","Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Fuel Expenses;Pay and Salary Increases","4","Remained Stable","5","Vehicle Maintenance & Repair","101 to 140","Reduced","16 to 30","0","1 to 2","1 to 2","3","3","2","More Pessimistic","More Pessimistic","More Pessimistic","2","4","Contracted Rates","Labor Costs","Overhead Costs","Maintaining","Increase","","","","","","",""
"2024/10/17 7:16:38 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Illinois","Rural","Mostly Residential","0","2004-07-12","100%","4","Remained Stable","Decreased","Pay and Salary Increases","5","Improved","5","Hiring Drivers","16 to 30","Remained Stable","16 to 30","0","1 to 2","1 to 2","4","4","3","More Pessimistic","More Pessimistic","More Pessimistic","3","2","Contract Partner","Contracted Rates","Labor Costs","Maintaining","Remain the same","","","","","","",""
"2024/10/17 7:25:47 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","North Carolina","Suburban","Mostly Residential","0","2021-08-15","90% to 99%","1","Remained Stable","Decreased","Fuel Expenses;Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.)","2","Remained Stable","4","Vehicle Maintenance & Repair;Hiring Drivers","141 to 200","Remained Stable","16 to 30","1 to 3","1 to 2","1 to 2","1","1","1","About the Same","More Pessimistic","More Pessimistic","3","1","Contract Partner","Contract Partner","Contracted Rates","Reducing","Increase","FXG is woefully behind in technology and planning prowess","","Increase reimbursement rates to CPI","","","","Please send results to slampe71@gmail.com "
"2024/10/17 8:21:11 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Michigan","Suburban","Mostly Residential","0","0021-01-25","30% 39%","3","Remained Stable","Remained Stable","Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Fuel Expenses;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.)","4","Remained Stable","4","Vehicle Maintenance & Repair","6 to 15","Remained Stable","6 to 15","0","1 to 2","0","4","4","4","About the Same","About the Same","About the Same","4","4","Labor Costs","Contracted Rates","Contract Partner","Maintaining","Increase","Keeping consistent staff ","Keeping up morale ","","","","",""
"2024/10/17 9:45:26 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Colorado","Suburban;Rural","Equal Mix of Both","0","2021-03-01","100%","3","Decreased","Decreased","Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.)","4","Remained Stable","4","Vehicle Maintenance & Repair;Equipment Reliability;Terminal support","51 to 75","Expanded","16 to 30","0","1 to 2","1 to 2","4","4","4","About the Same","More Pessimistic","More Pessimistic","2","3","Labor Costs","Fleet Costs","Contracted Rates","Maintaining","Remain the same","Lack of support ","Fully staffed","Fed Ex support","No","Na","The over the top oversight",""
